date,district,flood_label
2022-12-18,Bageshwar,0
2022-12-19,Bageshwar,0
2022-12-20,Bageshwar,0
2022-12-21,Bageshwar,0
2022-12-22,Bageshwar,0
2022-12-23,Bageshwar,0
2022-12-24,Bageshwar,0
2022-12-25,Bageshwar,0
2022-12-26,Bageshwar,0
2022-12-27,Bageshwar,0
2022-12-28,Bageshwar,0
2022-12-29,Bageshwar,0
2022-12-30,Bageshwar,0
2022-12-31,Bageshwar,0
2023-01-01,Bageshwar,0
2023-01-02,Bageshwar,0
2023-01-03,Bageshwar,0
2023-01-04,Bageshwar,0
2023-01-05,Bageshwar,0
2023-01-06,Bageshwar,0
2023-01-07,Bageshwar,0
2023-01-08,Bageshwar,0
2023-01-09,Bageshwar,0
2023-01-10,Bageshwar,0
2023-01-11,Bageshwar,0
2023-01-12,Bageshwar,0
2023-01-13,Bageshwar,0
2023-01-14,Bageshwar,0
2023-01-15,Bageshwar,0
2023-01-16,Bageshwar,0
2023-01-17,Bageshwar,0
2023-01-18,Bageshwar,0
2023-01-19,Bageshwar,0
2023-01-20,Bageshwar,0
2023-01-21,Bageshwar,0
2023-01-22,Bageshwar,0
2023-01-23,Bageshwar,0
2023-01-24,Bageshwar,0
2023-01-25,Bageshwar,0
2023-01-26,Bageshwar,0
2023-01-27,Bageshwar,0
2023-01-28,Bageshwar,0
2023-01-29,Bageshwar,0
2023-01-30,Bageshwar,0
2023-01-31,Bageshwar,0
2023-02-01,Bageshwar,0
2023-02-02,Bageshwar,0
2023-02-03,Bageshwar,0
2023-02-04,Bageshwar,0
2023-02-05,Bageshwar,0
2023-02-06,Bageshwar,0
2023-02-07,Bageshwar,0
2023-02-08,Bageshwar,0
2023-02-09,Bageshwar,0
2023-02-10,Bageshwar,0
2023-02-11,Bageshwar,0
2023-02-12,Bageshwar,0
2023-02-13,Bageshwar,0
2023-02-14,Bageshwar,0
2023-02-15,Bageshwar,0
2023-02-16,Bageshwar,0
2023-02-17,Bageshwar,0
2023-02-18,Bageshwar,0
2023-02-19,Bageshwar,0
2023-02-20,Bageshwar,0
2023-02-21,Bageshwar,0
2023-02-22,Bageshwar,0
2023-02-23,Bageshwar,0
2023-02-24,Bageshwar,0
2023-02-25,Bageshwar,0
2023-02-26,Bageshwar,0
2023-02-27,Bageshwar,0
2023-02-28,Bageshwar,0
2023-03-01,Bageshwar,0
2023-03-02,Bageshwar,0
2023-03-03,Bageshwar,0
2023-03-04,Bageshwar,0
2023-03-05,Bageshwar,0
2023-03-06,Bageshwar,0
2023-03-07,Bageshwar,0
2023-03-08,Bageshwar,0
2023-03-09,Bageshwar,0
2023-03-10,Bageshwar,0
2023-03-11,Bageshwar,0
2023-03-12,Bageshwar,0
2023-03-13,Bageshwar,0
2023-03-14,Bageshwar,0
2023-03-15,Bageshwar,0
2023-03-16,Bageshwar,0
2023-03-17,Bageshwar,0
2023-03-18,Bageshwar,0
2023-03-19,Bageshwar,0
2023-03-20,Bageshwar,0
2023-03-21,Bageshwar,0
2023-03-22,Bageshwar,0
2023-03-23,Bageshwar,0
2023-03-24,Bageshwar,0
2023-03-25,Bageshwar,0
2023-03-26,Bageshwar,0
2023-03-27,Bageshwar,0
2023-03-28,Bageshwar,0
2023-03-29,Bageshwar,0
2023-03-30,Bageshwar,0
2023-03-31,Bageshwar,0
2023-04-01,Bageshwar,0
2023-04-02,Bageshwar,0
2023-04-03,Bageshwar,0
2023-04-04,Bageshwar,0
2023-04-05,Bageshwar,0
2023-04-06,Bageshwar,0
2023-04-07,Bageshwar,0
2023-04-08,Bageshwar,0
2023-04-09,Bageshwar,0
2023-04-10,Bageshwar,0
2023-04-11,Bageshwar,0
2023-04-12,Bageshwar,0
2023-04-13,Bageshwar,0
2023-04-14,Bageshwar,0
2023-04-15,Bageshwar,0
2023-04-16,Bageshwar,0
2023-04-17,Bageshwar,0
2023-04-18,Bageshwar,0
2023-04-19,Bageshwar,0
2023-04-20,Bageshwar,0
2023-04-21,Bageshwar,0
2023-04-22,Bageshwar,0
2023-04-23,Bageshwar,0
2023-04-24,Bageshwar,0
2023-04-25,Bageshwar,0
2023-04-26,Bageshwar,0
2023-04-27,Bageshwar,0
2023-04-28,Bageshwar,0
2023-04-29,Bageshwar,0
2023-04-30,Bageshwar,0
2023-05-01,Bageshwar,0
2023-05-02,Bageshwar,0
2023-05-03,Bageshwar,0
2023-05-04,Bageshwar,0
2023-05-05,Bageshwar,0
2023-05-06,Bageshwar,0
2023-05-07,Bageshwar,0
2023-05-08,Bageshwar,0
2023-05-09,Bageshwar,0
2023-05-10,Bageshwar,0
2023-05-11,Bageshwar,0
2023-05-12,Bageshwar,0
2023-05-13,Bageshwar,0
2023-05-14,Bageshwar,0
2023-05-15,Bageshwar,0
2023-05-16,Bageshwar,0
2023-05-17,Bageshwar,0
2023-05-18,Bageshwar,0
2023-05-19,Bageshwar,0
2023-05-20,Bageshwar,0
2023-05-21,Bageshwar,0
2023-05-22,Bageshwar,0
2023-05-23,Bageshwar,0
2023-05-24,Bageshwar,0
2023-05-25,Bageshwar,0
2023-05-26,Bageshwar,0
2023-05-27,Bageshwar,0
2023-05-28,Bageshwar,0
2023-05-29,Bageshwar,0
2023-05-30,Bageshwar,0
2023-05-31,Bageshwar,0
2023-06-01,Bageshwar,0
2023-06-02,Bageshwar,0
2023-06-03,Bageshwar,0
2023-06-04,Bageshwar,0
2023-06-05,Bageshwar,0
2023-06-06,Bageshwar,0
2023-06-07,Bageshwar,0
2023-06-08,Bageshwar,0
2023-06-09,Bageshwar,0
2023-06-10,Bageshwar,0
2023-06-11,Bageshwar,0
2023-06-12,Bageshwar,0
2023-06-13,Bageshwar,0
2023-06-14,Bageshwar,0
2023-06-15,Bageshwar,0
2023-06-16,Bageshwar,0
2023-06-17,Bageshwar,0
2023-06-18,Bageshwar,0
2023-06-19,Bageshwar,0
2023-06-20,Bageshwar,0
2023-06-21,Bageshwar,0
2023-06-22,Bageshwar,0
2023-06-23,Bageshwar,0
2023-06-24,Bageshwar,0
2023-06-25,Bageshwar,0
2023-06-26,Bageshwar,0
2023-06-27,Bageshwar,0
2023-06-28,Bageshwar,0
2023-06-29,Bageshwar,0
2023-06-30,Bageshwar,0
2023-07-01,Bageshwar,0
2023-07-02,Bageshwar,0
2023-07-03,Bageshwar,0
2023-07-04,Bageshwar,0
2023-07-05,Bageshwar,0
2023-07-06,Bageshwar,0
2023-07-07,Bageshwar,0
2023-07-08,Bageshwar,0
2023-07-09,Bageshwar,0
2023-07-10,Bageshwar,0
2023-07-11,Bageshwar,0
2023-07-12,Bageshwar,0
2023-07-13,Bageshwar,0
2023-07-14,Bageshwar,0
2023-07-15,Bageshwar,0
2023-07-16,Bageshwar,0
2023-07-17,Bageshwar,0
2023-07-18,Bageshwar,0
2023-07-19,Bageshwar,0
2023-07-20,Bageshwar,0
2023-07-21,Bageshwar,0
2023-07-22,Bageshwar,0
2023-07-23,Bageshwar,0
2023-07-24,Bageshwar,0
2023-07-25,Bageshwar,0
2023-07-26,Bageshwar,0
2023-07-27,Bageshwar,0
2023-07-28,Bageshwar,0
2023-07-29,Bageshwar,0
2023-07-30,Bageshwar,0
2023-07-31,Bageshwar,0
2023-08-01,Bageshwar,0
2023-08-02,Bageshwar,0
2023-08-03,Bageshwar,0
2023-08-04,Bageshwar,0
2023-08-05,Bageshwar,0
2023-08-06,Bageshwar,0
2023-08-07,Bageshwar,0
2023-08-08,Bageshwar,0
2023-08-09,Bageshwar,0
2023-08-10,Bageshwar,0
2023-08-11,Bageshwar,0
2023-08-12,Bageshwar,0
2023-08-13,Bageshwar,0
2023-08-14,Bageshwar,0
2023-08-15,Bageshwar,0
2023-08-16,Bageshwar,0
2023-08-17,Bageshwar,0
2023-08-18,Bageshwar,0
2023-08-19,Bageshwar,0
2023-08-20,Bageshwar,0
2023-08-21,Bageshwar,0
2023-08-22,Bageshwar,0
2023-08-23,Bageshwar,0
2023-08-24,Bageshwar,0
2023-08-25,Bageshwar,0
2023-08-26,Bageshwar,0
2023-08-27,Bageshwar,0
2023-08-28,Bageshwar,0
2023-08-29,Bageshwar,0
2023-08-30,Bageshwar,0
2023-08-31,Bageshwar,0
2023-09-01,Bageshwar,0
2023-09-02,Bageshwar,0
2023-09-03,Bageshwar,0
2023-09-04,Bageshwar,0
2023-09-05,Bageshwar,0
2023-09-06,Bageshwar,0
2023-09-07,Bageshwar,0
2023-09-08,Bageshwar,0
2023-09-09,Bageshwar,0
2023-09-10,Bageshwar,0
2023-09-11,Bageshwar,0
2023-09-12,Bageshwar,0
2023-09-13,Bageshwar,0
2023-09-14,Bageshwar,0
2023-09-15,Bageshwar,0
2023-09-16,Bageshwar,0
2023-09-17,Bageshwar,0
2023-09-18,Bageshwar,0
2023-09-19,Bageshwar,0
2023-09-20,Bageshwar,0
2023-09-21,Bageshwar,0
2023-09-22,Bageshwar,0
2023-09-23,Bageshwar,0
2023-09-24,Bageshwar,0
2023-09-25,Bageshwar,0
2023-09-26,Bageshwar,0
2023-09-27,Bageshwar,0
2023-09-28,Bageshwar,0
2023-09-29,Bageshwar,0
2023-09-30,Bageshwar,0
2023-10-01,Bageshwar,0
2023-10-02,Bageshwar,0
2023-10-03,Bageshwar,0
2023-10-04,Bageshwar,0
2023-10-05,Bageshwar,0
2023-10-06,Bageshwar,0
2023-10-07,Bageshwar,0
2023-10-08,Bageshwar,0
2023-10-09,Bageshwar,0
2023-10-10,Bageshwar,0
2023-10-11,Bageshwar,0
2023-10-12,Bageshwar,0
2023-10-13,Bageshwar,0
2023-10-14,Bageshwar,0
2023-10-15,Bageshwar,0
2023-10-16,Bageshwar,0
2023-10-17,Bageshwar,0
2023-10-18,Bageshwar,0
2023-10-19,Bageshwar,0
2023-10-20,Bageshwar,0
2023-10-21,Bageshwar,0
2023-10-22,Bageshwar,0
2023-10-23,Bageshwar,0
2023-10-24,Bageshwar,0
2023-10-25,Bageshwar,0
2023-10-26,Bageshwar,0
2023-10-27,Bageshwar,0
2023-10-28,Bageshwar,0
2023-10-29,Bageshwar,0
2023-10-30,Bageshwar,0
2023-10-31,Bageshwar,0
2023-11-01,Bageshwar,0
2023-11-02,Bageshwar,0
2023-11-03,Bageshwar,0
2023-11-04,Bageshwar,0
2023-11-05,Bageshwar,0
2023-11-06,Bageshwar,0
2023-11-07,Bageshwar,0
2023-11-08,Bageshwar,0
2023-11-09,Bageshwar,0
2023-11-10,Bageshwar,0
2023-11-11,Bageshwar,0
2023-11-12,Bageshwar,0
2023-11-13,Bageshwar,0
2023-11-14,Bageshwar,0
2023-11-15,Bageshwar,0
2023-11-16,Bageshwar,0
2023-11-17,Bageshwar,0
2023-11-18,Bageshwar,0
2023-11-19,Bageshwar,0
2023-11-20,Bageshwar,0
2023-11-21,Bageshwar,0
2023-11-22,Bageshwar,0
2023-11-23,Bageshwar,0
2023-11-24,Bageshwar,0
2023-11-25,Bageshwar,0
2023-11-26,Bageshwar,0
2023-11-27,Bageshwar,0
2023-11-28,Bageshwar,0
2023-11-29,Bageshwar,0
2023-11-30,Bageshwar,0
2023-12-01,Bageshwar,0
2023-12-02,Bageshwar,0
2023-12-03,Bageshwar,0
2023-12-04,Bageshwar,0
2023-12-05,Bageshwar,0
2023-12-06,Bageshwar,0
2023-12-07,Bageshwar,0
2023-12-08,Bageshwar,0
2023-12-09,Bageshwar,0
2023-12-10,Bageshwar,0
2023-12-11,Bageshwar,0
2023-12-12,Bageshwar,0
2023-12-13,Bageshwar,0
2023-12-14,Bageshwar,0
2023-12-15,Bageshwar,0
2023-12-16,Bageshwar,0
2023-12-17,Bageshwar,0
2023-12-18,Bageshwar,0
2023-12-19,Bageshwar,0
2023-12-20,Bageshwar,0
2023-12-21,Bageshwar,0
2023-12-22,Bageshwar,0
2023-12-23,Bageshwar,0
2023-12-24,Bageshwar,0
2023-12-25,Bageshwar,0
2023-12-26,Bageshwar,0
2023-12-27,Bageshwar,0
2023-12-28,Bageshwar,0
2023-12-29,Bageshwar,0
2023-12-30,Bageshwar,0
2023-12-31,Bageshwar,0
2020-01-01,Chamoli,0
2020-01-02,Chamoli,0
2020-01-03,Chamoli,0
2020-01-04,Chamoli,0
2020-01-05,Chamoli,0
2020-01-06,Chamoli,0
2020-01-07,Chamoli,0
2020-01-08,Chamoli,0
2020-01-09,Chamoli,0
2020-01-10,Chamoli,0
2020-01-11,Chamoli,0
2020-01-12,Chamoli,0
2020-01-13,Chamoli,0
2020-01-14,Chamoli,0
2020-01-15,Chamoli,0
2020-01-16,Chamoli,0
2020-01-17,Chamoli,0
2020-01-18,Chamoli,0
2020-01-19,Chamoli,0
2020-01-20,Chamoli,0
2020-01-21,Chamoli,0
2020-01-22,Chamoli,0
2020-01-23,Chamoli,0
2020-01-24,Chamoli,0
2020-01-25,Chamoli,0
2020-01-26,Chamoli,0
2020-01-27,Chamoli,0
2020-01-28,Chamoli,0
2020-01-29,Chamoli,0
2020-01-30,Chamoli,0
2020-01-31,Chamoli,0
2020-02-01,Chamoli,0
2020-02-02,Chamoli,0
2020-02-03,Chamoli,0
2020-02-04,Chamoli,0
2020-02-05,Chamoli,0
2020-02-06,Chamoli,0
2020-02-07,Chamoli,0
2020-02-08,Chamoli,0
2020-02-09,Chamoli,0
2020-02-10,Chamoli,0
2020-02-11,Chamoli,0
2020-02-12,Chamoli,0
2020-02-13,Chamoli,0
2020-02-14,Chamoli,0
2020-02-15,Chamoli,0
2020-02-16,Chamoli,0
2020-02-17,Chamoli,0
2020-02-18,Chamoli,0
2020-02-19,Chamoli,0
2020-02-20,Chamoli,0
2020-02-21,Chamoli,0
2020-02-22,Chamoli,0
2020-02-23,Chamoli,0
2020-02-24,Chamoli,0
2020-02-25,Chamoli,0
2020-02-26,Chamoli,0
2020-02-27,Chamoli,0
2020-02-28,Chamoli,0
2020-02-29,Chamoli,0
2020-03-01,Chamoli,0
2020-03-02,Chamoli,0
2020-03-03,Chamoli,0
2020-03-04,Chamoli,0
2020-03-05,Chamoli,0
2020-03-06,Chamoli,0
2020-03-07,Chamoli,0
2020-03-08,Chamoli,0
2020-03-09,Chamoli,0
2020-03-10,Chamoli,0
2020-03-11,Chamoli,0
2020-03-12,Chamoli,0
2020-03-13,Chamoli,0
2020-03-14,Chamoli,0
2020-03-15,Chamoli,0
2020-03-16,Chamoli,0
2020-03-17,Chamoli,0
2020-03-18,Chamoli,0
2020-03-19,Chamoli,0
2020-03-20,Chamoli,0
2020-03-21,Chamoli,0
2020-03-22,Chamoli,0
2020-03-23,Chamoli,0
2020-03-24,Chamoli,0
2020-03-25,Chamoli,0
2020-03-26,Chamoli,0
2020-03-27,Chamoli,0
2020-03-28,Chamoli,0
2020-03-29,Chamoli,0
2020-03-30,Chamoli,0
2020-03-31,Chamoli,0
2020-04-01,Chamoli,0
2020-04-02,Chamoli,0
2020-04-03,Chamoli,0
2020-04-04,Chamoli,0
2020-04-05,Chamoli,0
2020-04-06,Chamoli,0
2020-04-07,Chamoli,0
2020-04-08,Chamoli,0
2020-04-09,Chamoli,0
2020-04-10,Chamoli,0
2020-04-11,Chamoli,0
2020-04-12,Chamoli,0
2020-04-13,Chamoli,0
2020-04-14,Chamoli,0
2020-04-15,Chamoli,0
2020-04-16,Chamoli,0
2020-04-17,Chamoli,0
2020-04-18,Chamoli,0
2020-04-19,Chamoli,0
2020-04-20,Chamoli,0
2020-04-21,Chamoli,0
2020-04-22,Chamoli,0
2020-04-23,Chamoli,0
2020-04-24,Chamoli,0
2020-04-25,Chamoli,0
2020-04-26,Chamoli,0
2020-04-27,Chamoli,0
2020-04-28,Chamoli,0
2020-04-29,Chamoli,0
2020-04-30,Chamoli,0
2020-05-01,Chamoli,0
2020-05-02,Chamoli,0
2020-05-03,Chamoli,0
2020-05-04,Chamoli,0
2020-05-05,Chamoli,0
2020-05-06,Chamoli,0
2020-05-07,Chamoli,0
2020-05-08,Chamoli,0
2020-05-09,Chamoli,0
2020-05-10,Chamoli,0
2020-05-11,Chamoli,0
2020-05-12,Chamoli,0
2020-05-13,Chamoli,0
2020-05-14,Chamoli,0
2020-05-15,Chamoli,0
2020-05-16,Chamoli,0
2020-05-17,Chamoli,0
2020-05-18,Chamoli,0
2020-05-19,Chamoli,0
2020-05-20,Chamoli,0
2020-05-21,Chamoli,0
2020-05-22,Chamoli,0
2020-05-23,Chamoli,0
2020-05-24,Chamoli,0
2020-05-25,Chamoli,0
2020-05-26,Chamoli,0
2020-05-27,Chamoli,0
2020-05-28,Chamoli,0
2020-05-29,Chamoli,0
2020-05-30,Chamoli,0
2020-05-31,Chamoli,0
2020-06-01,Chamoli,0
2020-06-02,Chamoli,0
2020-06-03,Chamoli,0
2020-06-04,Chamoli,0
2020-06-05,Chamoli,0
2020-06-06,Chamoli,0
2020-06-07,Chamoli,0
2020-06-08,Chamoli,0
2020-06-09,Chamoli,0
2020-06-10,Chamoli,0
2020-06-11,Chamoli,0
2020-06-12,Chamoli,0
2020-06-13,Chamoli,0
2020-06-14,Chamoli,0
2020-06-15,Chamoli,0
2020-06-16,Chamoli,0
2020-06-17,Chamoli,0
2020-06-18,Chamoli,0
2020-06-19,Chamoli,0
2020-06-20,Chamoli,0
2020-06-21,Chamoli,0
2020-06-22,Chamoli,0
2020-06-23,Chamoli,0
2020-06-24,Chamoli,0
2020-06-25,Chamoli,0
2020-06-26,Chamoli,0
2020-06-27,Chamoli,0
2020-06-28,Chamoli,0
2020-06-29,Chamoli,0
2020-06-30,Chamoli,0
2020-07-01,Chamoli,0
2020-07-02,Chamoli,0
2020-07-03,Chamoli,0
2020-07-04,Chamoli,0
2020-07-05,Chamoli,0
2020-07-06,Chamoli,0
2020-07-07,Chamoli,0
2020-07-08,Chamoli,0
2020-07-09,Chamoli,0
2020-07-10,Chamoli,0
2020-07-11,Chamoli,0
2020-07-12,Chamoli,0
2020-07-13,Chamoli,0
2020-07-14,Chamoli,0
2020-07-15,Chamoli,0
2020-07-16,Chamoli,0
2020-07-17,Chamoli,0
2020-07-18,Chamoli,0
2020-07-19,Chamoli,0
2020-07-20,Chamoli,0
2020-07-21,Chamoli,0
2020-07-22,Chamoli,0
2020-07-23,Chamoli,0
2020-07-24,Chamoli,0
2020-07-25,Chamoli,0
2020-07-26,Chamoli,0
2020-07-27,Chamoli,0
2020-07-28,Chamoli,0
2020-07-29,Chamoli,0
2020-07-30,Chamoli,0
2020-07-31,Chamoli,0
2020-08-01,Chamoli,0
2020-08-02,Chamoli,0
2020-08-03,Chamoli,0
2020-08-04,Chamoli,0
2020-08-05,Chamoli,0
2020-08-06,Chamoli,0
2020-08-07,Chamoli,0
2020-08-08,Chamoli,0
2020-08-09,Chamoli,0
2020-08-10,Chamoli,0
2020-08-11,Chamoli,0
2020-08-12,Chamoli,0
2020-08-13,Chamoli,0
2020-08-14,Chamoli,0
2020-08-15,Chamoli,0
2020-08-16,Chamoli,0
2020-08-17,Chamoli,0
2020-08-18,Chamoli,0
2020-08-19,Chamoli,0
2020-08-20,Chamoli,0
2020-08-21,Chamoli,0
2020-08-22,Chamoli,1
2020-08-23,Chamoli,1
2020-08-24,Chamoli,1
2020-08-25,Chamoli,0
2020-08-26,Chamoli,0
2020-08-27,Chamoli,0
2020-08-28,Chamoli,0
2020-08-29,Chamoli,0
2020-08-30,Chamoli,0
2020-08-31,Chamoli,0
2020-09-01,Chamoli,0
2020-09-02,Chamoli,0
2020-09-03,Chamoli,0
2020-09-04,Chamoli,0
2020-09-05,Chamoli,0
2020-09-06,Chamoli,0
2020-09-07,Chamoli,0
2020-09-08,Chamoli,0
2020-09-09,Chamoli,0
2020-09-10,Chamoli,0
2020-09-11,Chamoli,0
2020-09-12,Chamoli,0
2020-09-13,Chamoli,0
2020-09-14,Chamoli,0
2020-09-15,Chamoli,0
2020-09-16,Chamoli,0
2020-09-17,Chamoli,0
2020-09-18,Chamoli,0
2020-09-19,Chamoli,0
2020-09-20,Chamoli,0
2020-09-21,Chamoli,0
2020-09-22,Chamoli,0
2020-09-23,Chamoli,0
2020-09-24,Chamoli,0
2020-09-25,Chamoli,0
2020-09-26,Chamoli,0
2020-09-27,Chamoli,0
2020-09-28,Chamoli,0
2020-09-29,Chamoli,0
2020-09-30,Chamoli,0
2020-10-01,Chamoli,0
2020-10-02,Chamoli,0
2020-10-03,Chamoli,0
2020-10-04,Chamoli,0
2020-10-05,Chamoli,0
2020-10-06,Chamoli,0
2020-10-07,Chamoli,0
2020-10-08,Chamoli,0
2020-10-09,Chamoli,0
2020-10-10,Chamoli,0
2020-10-11,Chamoli,0
2020-10-12,Chamoli,0
2020-10-13,Chamoli,0
2020-10-14,Chamoli,0
2020-10-15,Chamoli,0
2020-10-16,Chamoli,0
2020-10-17,Chamoli,0
2020-10-18,Chamoli,0
2020-10-19,Chamoli,0
2020-10-20,Chamoli,0
2020-10-21,Chamoli,0
2020-10-22,Chamoli,0
2020-10-23,Chamoli,0
2020-10-24,Chamoli,0
2020-10-25,Chamoli,0
2020-10-26,Chamoli,0
2020-10-27,Chamoli,0
2020-10-28,Chamoli,0
2020-10-29,Chamoli,0
2020-10-30,Chamoli,0
2020-10-31,Chamoli,0
2020-11-01,Chamoli,0
2020-11-02,Chamoli,0
2020-11-03,Chamoli,0
2020-11-04,Chamoli,0
2020-11-05,Chamoli,0
2020-11-06,Chamoli,0
2020-11-07,Chamoli,0
2020-11-08,Chamoli,0
2020-11-09,Chamoli,0
2020-11-10,Chamoli,0
2020-11-11,Chamoli,0
2020-11-12,Chamoli,0
2020-11-13,Chamoli,0
2020-11-14,Chamoli,0
2020-11-15,Chamoli,0
2020-11-16,Chamoli,0
2020-11-17,Chamoli,0
2020-11-18,Chamoli,0
2020-11-19,Chamoli,0
2020-11-20,Chamoli,0
2020-11-21,Chamoli,0
2020-11-22,Chamoli,0
2020-11-23,Chamoli,0
2020-11-24,Chamoli,0
2020-11-25,Chamoli,0
2020-11-26,Chamoli,0
2020-11-27,Chamoli,0
2020-11-28,Chamoli,0
2020-11-29,Chamoli,0
2020-11-30,Chamoli,0
2020-12-01,Chamoli,0
2020-12-02,Chamoli,0
2020-12-03,Chamoli,0
2020-12-04,Chamoli,0
2020-12-05,Chamoli,0
2020-12-06,Chamoli,0
2020-12-07,Chamoli,0
2020-12-08,Chamoli,0
2020-12-09,Chamoli,0
2020-12-10,Chamoli,0
2020-12-11,Chamoli,0
2020-12-12,Chamoli,0
2020-12-13,Chamoli,0
2020-12-14,Chamoli,0
2020-12-15,Chamoli,0
2020-12-16,Chamoli,0
2020-12-17,Chamoli,0
2020-12-18,Chamoli,0
2020-12-19,Chamoli,0
2020-12-20,Chamoli,0
2020-12-21,Chamoli,0
2020-12-22,Chamoli,0
2020-12-23,Chamoli,0
2020-12-24,Chamoli,0
2020-12-25,Chamoli,0
2020-12-26,Chamoli,0
2020-12-27,Chamoli,0
2020-12-28,Chamoli,0
2020-12-29,Chamoli,0
2020-12-30,Chamoli,0
2020-12-31,Chamoli,0
2021-01-01,Chamoli,0
2021-01-02,Chamoli,0
2021-01-03,Chamoli,0
2021-01-04,Chamoli,0
2021-01-05,Chamoli,0
2021-01-06,Chamoli,0
2021-01-07,Chamoli,0
2021-01-08,Chamoli,0
2021-01-09,Chamoli,0
2021-01-10,Chamoli,0
2021-01-11,Chamoli,0
2021-01-12,Chamoli,0
2021-01-13,Chamoli,0
2021-01-14,Chamoli,0
2021-01-15,Chamoli,0
2021-01-16,Chamoli,0
2021-01-17,Chamoli,0
2021-01-18,Chamoli,0
2021-01-19,Chamoli,0
2021-01-20,Chamoli,0
2021-01-21,Chamoli,0
2021-01-22,Chamoli,0
2021-01-23,Chamoli,0
2021-01-24,Chamoli,0
2021-01-25,Chamoli,0
2021-01-26,Chamoli,0
2021-01-27,Chamoli,0
2021-01-28,Chamoli,0
2021-01-29,Chamoli,0
2021-01-30,Chamoli,0
2021-01-31,Chamoli,0
2021-02-01,Chamoli,0
2021-02-02,Chamoli,0
2021-02-03,Chamoli,0
2021-02-04,Chamoli,1
2021-02-05,Chamoli,1
2021-02-06,Chamoli,1
2021-02-07,Chamoli,0
2021-02-08,Chamoli,0
2021-02-09,Chamoli,0
2021-02-10,Chamoli,0
2021-02-11,Chamoli,0
2021-02-12,Chamoli,0
2021-02-13,Chamoli,0
2021-02-14,Chamoli,0
2021-02-15,Chamoli,0
2021-02-16,Chamoli,0
2021-02-17,Chamoli,0
2021-02-18,Chamoli,0
2021-02-19,Chamoli,0
2021-02-20,Chamoli,0
2021-02-21,Chamoli,0
2021-02-22,Chamoli,0
2021-02-23,Chamoli,0
2021-02-24,Chamoli,0
2021-02-25,Chamoli,0
2021-02-26,Chamoli,0
2021-02-27,Chamoli,0
2021-02-28,Chamoli,0
2021-03-01,Chamoli,0
2021-03-02,Chamoli,0
2021-03-03,Chamoli,0
2021-03-04,Chamoli,0
2021-03-05,Chamoli,0
2021-03-06,Chamoli,0
2021-03-07,Chamoli,0
2021-03-08,Chamoli,0
2021-03-09,Chamoli,0
2021-03-10,Chamoli,0
2021-03-11,Chamoli,0
2021-03-12,Chamoli,0
2021-03-13,Chamoli,0
2021-03-14,Chamoli,0
2021-03-15,Chamoli,0
2021-03-16,Chamoli,0
2021-03-17,Chamoli,0
2021-03-18,Chamoli,0
2021-03-19,Chamoli,0
2021-03-20,Chamoli,0
2021-03-21,Chamoli,0
2021-03-22,Chamoli,0
2021-03-23,Chamoli,0
2021-03-24,Chamoli,0
2021-03-25,Chamoli,0
2021-03-26,Chamoli,0
2021-03-27,Chamoli,0
2021-03-28,Chamoli,0
2021-03-29,Chamoli,0
2021-03-30,Chamoli,0
2021-03-31,Chamoli,0
2021-04-01,Chamoli,0
2021-04-02,Chamoli,0
2021-04-03,Chamoli,0
2021-04-04,Chamoli,0
2021-04-05,Chamoli,0
2021-04-06,Chamoli,0
2021-04-07,Chamoli,0
2021-04-08,Chamoli,0
2021-04-09,Chamoli,0
2021-04-10,Chamoli,0
2021-04-11,Chamoli,0
2021-04-12,Chamoli,0
2021-04-13,Chamoli,0
2021-04-14,Chamoli,0
2021-04-15,Chamoli,0
2021-04-16,Chamoli,0
2021-04-17,Chamoli,0
2021-04-18,Chamoli,0
2021-04-19,Chamoli,0
2021-04-20,Chamoli,0
2021-04-21,Chamoli,0
2021-04-22,Chamoli,0
2021-04-23,Chamoli,0
2021-04-24,Chamoli,0
2021-04-25,Chamoli,0
2021-04-26,Chamoli,0
2021-04-27,Chamoli,0
2021-04-28,Chamoli,0
2021-04-29,Chamoli,0
2021-04-30,Chamoli,0
2021-05-01,Chamoli,0
2021-05-02,Chamoli,0
2021-05-03,Chamoli,0
2021-05-04,Chamoli,0
2021-05-05,Chamoli,0
2021-05-06,Chamoli,0
2021-05-07,Chamoli,0
2021-05-08,Chamoli,0
2021-05-09,Chamoli,0
2021-05-10,Chamoli,0
2021-05-11,Chamoli,0
2021-05-12,Chamoli,0
2021-05-13,Chamoli,0
2021-05-14,Chamoli,0
2021-05-15,Chamoli,0
2021-05-16,Chamoli,0
2021-05-17,Chamoli,0
2021-05-18,Chamoli,0
2021-05-19,Chamoli,0
2021-05-20,Chamoli,0
2021-05-21,Chamoli,0
2021-05-22,Chamoli,0
2021-05-23,Chamoli,0
2021-05-24,Chamoli,0
2021-05-25,Chamoli,0
2021-05-26,Chamoli,0
2021-05-27,Chamoli,0
2021-05-28,Chamoli,0
2021-05-29,Chamoli,0
2021-05-30,Chamoli,0
2021-05-31,Chamoli,0
2021-06-01,Chamoli,0
2021-06-02,Chamoli,0
2021-06-03,Chamoli,0
2021-06-04,Chamoli,0
2021-06-05,Chamoli,0
2021-06-06,Chamoli,0
2021-06-07,Chamoli,0
2021-06-08,Chamoli,0
2021-06-09,Chamoli,0
2021-06-10,Chamoli,0
2021-06-11,Chamoli,0
